time,shot,ip,n_e,aminor,kappa,squareness,time_until_disrupt,delta,li,Wmhd
0.85,0,2.513969289701575,3.18114061910378e+19,0.3745677371993047,1.652857114639532,0.6151597724179442,,0.1311893019120626,4.0130489760671833e-19,9.725284355525342e+19
0.855,0,1.651626771191044,3.1278815310253224e+19,0.4646780192888801,1.4633732761057632,0.5079702496010998,,0.1420204817312724,5.282316859533923e-19,8.523447474391651e+19
0.86,0,2.3883775471080564,2.6219362352163578e+19,0.6639828673396323,2.214709961506213,0.4543205295604716,,0.1281119481861686,4.537879908805739e-19,9.019313162455422e+19
0.865,0,3.593375999979902,2.076407673440811e+19,0.4786940949105107,2.6113983411562307,0.5963306699087001,,0.1360883223618748,4.914070440608485e-19,7.784303429697842e+19
0.87,0,1.5732105672281136,1.1178666885615102e+19,0.4425509010359704,1.8122135190147608,0.7003566232056547,,0.165871487795785,3.824028199670226e-19,8.355846566670564e+19
0.875,0,2.0490706325763584,1.678126186692101e+19,0.5330898409092951,1.4880277585428725,0.449528378440484,,0.1269595463236577,6.916367907352476e-19,6.734535064943443e+19
0.88,0,3.0971618232110574,2.461455239908696e+19,0.5238540940595761,1.5489849772622617,0.5026190935730911,,0.1335394999031591,4.378725621559125e-19,1.009487080229972e+20
0.885,0,2.7748739871257264,2.7819613613286437e+19,0.4763148549776523,1.5771842763517392,0.4837142371905282,,0.1357549812431554,3.6479861019555353e-19,9.998157606976376e+19
0.89,0,2.119408909744422,1.7684956399677293e+19,0.5040627754093835,2.2603208354607904,0.4587170916618258,,0.1353668383796036,5.837147768368594e-19,7.862653602261536e+19
0.895,0,2.6362422577765465,2.719094699267274e+19,0.4569365795246201,1.8957215812346009,0.4757959431294815,,0.1276411966192628,4.853119208394724e-19,8.353498765649509e+19
0.9,0,2.133718264107656,2.2009386188947603e+19,0.7544741702287239,1.865700538727824,0.5001381587640482,,0.1929333270193206,3.763367025585744e-19,1.0298420543550818e+20
0.905,0,2.900884842217226,2.662201874987549e+19,0.416153239389997,1.4913634477001998,0.6464606568698782,,0.1485224449521469,4.862272675794515e-19,1.0884934241614048e+20
0.91,0,1.7554167210759613,1.67536602551747e+19,0.5890330917520054,1.4091477017378466,0.521932587323332,,0.1144534484290641,5.386159318551802e-19,8.25520848379996e+19
0.915,0,1.9927367032054488,3.01576282599639e+19,0.4007221594369416,1.1195431619401377,0.5104944670466953,,0.1601794063600058,5.013146856901824e-19,6.563283193260209e+19
0.92,0,1.8347924017362869,2.0639232167311204e+19,0.8403706036527113,1.7170028856091892,0.5111769089738624,,0.1357123655763588,5.069666359687194e-19,1.0365258321197008e+20
0.925,0,2.5826630258312444,3.629640175649072e+19,0.7830773052436437,1.3386761621920331,0.4130979245138585,,0.1456926739335103,4.883739000926362e-19,1.1076988468849936e+20
0.93,0,1.7264596094926827,3.261497037822924e+19,0.6583194247605196,1.849693494484539,0.4682614003784813,,0.150418504526211,4.498851145168265e-19,7.887226897570208e+19
0.935,0,3.0479065623894166,2.605413605199447e+19,0.5628079202531637,1.0839958238423084,0.6703923108482615,,0.1188276644554651,4.444347716139229e-19,1.0688458895405146e+20
0.94,0,2.6858324592752334,1.7720861713063264e+19,0.5925431471276944,0.970737160126554,0.4425950538249087,,0.1027311267039611,5.104697126764207e-19,1.3299904256431686e+20
0.945,0,3.0208496197638843,3.059713312481319e+19,0.4924257865499162,2.010352428605484,0.5446708867832047,,0.1115268660047629,5.683757417146702e-19,1.2137892800115086e+20
0.95,0,2.1673625042475053,1.7517715956029037e+19,0.6431292717953695,1.7179845952265027,0.4629122796852326,,0.1481085174997855,5.99161718578829e-19,1.1319208539636869e+20
0.955,0,3.0312822997474758,2.709488271644391e+19,0.640395899697615,1.4229284964109457,0.5321948075822462,,0.1134193685121047,5.257981848992119e-19,9.204193206085085e+19
0.96,0,2.5830344864766244,1.978918041524437e+19,0.7936815109655269,1.527385748684984,0.5181920092365755,,0.1034960679089612,6.816715107843174e-19,7.727119297808071e+19
0.965,0,1.8987204257988333,2.3575026942114927e+19,0.6280651123245555,1.723821411806375,0.4454005623810989,,0.1151128832754099,4.826374934970725e-19,8.734316468073094e+19
0.97,0,2.895142732507639,2.519748377304994e+19,0.5560217718866491,2.2864435453296124,0.5607099940576725,,0.1472524318548812,4.0728259371437903e-19,9.531827339644292e+19
0.975,0,2.234004612914718,1.0026490214299005e+19,0.6148290569957379,2.033387411523286,0.3065292814370987,,0.1610747501795213,6.116487469960823e-19,7.2973308192169796e+19
0.98,0,3.5175376866483057,1.6220380642223624e+19,0.369409554069509,1.6928164318759047,0.6028729295576281,,0.0897620127851881,5.988906726642615e-19,1.019153221619029e+20
0.985,0,1.929559829713787,2.9697339822109245e+19,0.5048280099811564,1.4423347576231569,0.6028849876868582,,0.1217181556714136,3.972920972407066e-19,1.0434742702192434e+20
0.99,0,3.257491975495793,3.1289339568437977e+19,0.683213646611551,1.440248911144566,0.6464025916513,,0.1968190324913531,4.587848155713214e-19,1.2169874846809996e+20
0.995,0,3.2754902238483106,2.790420391284583e+19,0.6102007952052437,1.7586594522749068,0.4446895345385325,,0.148366854925846,4.881507386188367e-19,9.088362668626647e+19
1.0,0,3.483980581661763,3.0287208423164887e+19,0.5358318409551819,1.7208696716010834,0.460677514966725,,0.1241693012768542,4.669526497562634e-19,8.300005740975442e+19
1.005,0,2.116916230507032,2.163432560406934e+19,0.5763369859458276,1.866274731791061,0.3190493260998056,,0.136529538302059,3.719077099458173e-19,6.925089527092973e+19
1.01,0,3.256364560446572,2.539295164546072e+19,0.4943735361822525,1.970360276742647,0.5098943453945418,,0.1527639379009864,3.396691943602397e-19,1.2348372370759842e+20
1.015,0,2.0305214337571047,2.3723124194576785e+19,0.4469024820528948,2.8985487698045715,0.6658735279043962,,0.1305378717016792,6.866812941547113e-19,6.330792462935071e+19
1.02,0,2.737012019033586,2.19769164864639e+19,0.6072497372771416,1.831205666275439,0.6191042358428567,,0.1388111465075327,5.7866919738927545e-19,6.654731313112435e+19
1.025,0,2.839383859347885,1.6672655429272082e+19,0.6415069521644571,0.9685929384237638,0.5467041523696802,,0.1653879320345996,3.9213464471619153e-19,1.0062087292517194e+20
1.03,0,1.8228345265414725,1.663907356736251e+19,0.5457304883717246,1.5327491098695083,0.6621753153023319,,0.1767502554329345,4.717801279243895e-19,1.0515550383652372e+20
1.035,0,2.268857484818693,2.7934669444023263e+19,0.5700043592027293,1.529725228748187,0.5943661622243407,,0.2027713271168346,4.2279682128025466e-19,8.646722940932497e+19
1.04,0,1.5084311138024984,2.830884754060591e+19,0.4766680397495105,1.8845250287955395,0.6942622724563258,,0.1573837821755287,5.56141565371786e-19,5.8207346976607625e+19
1.045,0,3.270624698739164,2.02969561338842e+19,0.596602241060385,1.838165644110302,0.6965182136485135,,0.1235046321667337,3.5005632033611963e-19,1.148747043223833e+20
1.05,0,2.59719847142158,2.5011043698035675e+19,0.7450278764184342,1.7339724204387783,0.419135878309908,,0.1239732691359508,3.69123080630244e-19,1.2678640214643184e+20
1.055,0,2.0138116155427603,2.698647253717423e+19,0.4823408809040388,1.7331004472649605,0.2689120091334245,,0.1269443474283002,3.2176556969251225e-19,7.0142922656797794e+19
1.06,0,2.102308506027428,3.3403090498879664e+19,0.5901630087671587,2.261395666739158,0.5104195120671168,,0.1163138224949507,3.3515056906085664e-19,8.265078399345009e+19
1.065,0,2.0059256987668017,9.166856151300056e+18,0.4845841677378496,1.99469116215756,0.5586688755920889,,0.1578482855778007,2.6655425742346296e-19,7.595996238198696e+19
1.07,0,1.8963929197241036,2.3646731344199995e+19,0.4705272224093288,1.4463466538051335,0.397949859889994,,0.1629777462008524,5.148614523732979e-19,4.4139612367270855e+19
1.075,0,2.8770497549924383,2.3762871535223357e+19,0.4181539299851052,1.176195882252451,0.4339460862448869,,0.1360486524136245,4.6602428002914425e-19,1.0516582988973012e+20
1.08,0,2.019236321007351,2.12488914347851e+19,0.5539587291342853,1.394743796680069,0.5480910195464962,,0.2079102232261868,5.845765345114759e-19,7.767465663611601e+19
1.085,0,2.7768633018742075,3.3627795827678413e+19,0.669610531726721,1.591966685975298,0.4760470766487321,,0.1222013988177388,3.5906363549516136e-19,9.575320108091136e+19
1.09,0,2.292845606041505,2.336694382966767e+19,0.4690973587058593,1.4215514176641424,0.5879021688285405,,0.1422701332406797,4.843409678303658e-19,9.025338867767765e+19
1.095,0,2.1222554702643364,1.4386845183197612e+19,0.3365244793249277,1.6292910049234306,0.3991113450632549,,0.1818212687669914,5.691534114153841e-19,1.2738305058133456e+20
1.1,0,3.086862489666646,3.3279326687296643e+19,0.5769092787927186,1.8382919545947105,0.4674615282176127,,0.1227898918324984,3.3165024265492373e-19,8.467311219737769e+19
1.105,0,2.0671936682478758,3.266715024321164e+19,0.6094580315584113,2.138298811735291,0.496586858036885,,0.1304991852367854,5.340693323209841e-19,8.863990498279435e+19
1.11,0,2.753772756902546,2.815814775849149e+19,0.6699012112707317,2.1112420194984565,0.2481191235830498,,0.1585241396985746,5.636531781634556e-19,8.948279329040178e+19
1.115,0,3.0767002656022613,2.816437447622655e+19,0.7050095214247525,2.140269609862411,0.5170190214549786,,0.1307775629135893,4.478540626044618e-19,7.414288190441864e+19
1.12,0,1.036520434143481,1.9834366851604857e+19,0.6007780901495612,2.319219048788619,0.5077822047366846,,0.1201087233111587,5.302076568137924e-19,5.45836537496096e+19
1.125,0,2.635257496237703,3.1623929810551902e+19,0.4929837906803109,2.0807783410128677,0.5824224072698836,,0.125386247532503,5.811824033390109e-19,9.59875896070688e+19
1.13,0,2.7689848733722724,2.635226741868165e+19,0.3814202635228741,1.6683491505774464,0.4324994056891458,,0.1682747826659118,5.327774666966383e-19,1.0340921516246e+20
1.135,0,2.4714516962717568,2.6505576404732e+19,0.4497043638907029,2.3364447361455536,0.5781510886222015,,0.0871907372929568,3.147883343811861e-19,7.014115139897215e+19
1.14,0,3.3022573109983604,1.943174331026546e+19,0.5132091541261116,1.791604995342809,0.4484446991869459,,0.1218398768066855,6.281000744771226e-19,9.485585939782387e+19
1.145,0,2.640198034552772,2.865354169726356e+19,0.590203614566047,1.6857473779874683,0.460490549266334,,0.13439330952248,4.956885554244636e-19,9.04365978666263e+19
1.15,0,2.7098253843018227,2.115454595485034e+19,0.5567037761824631,1.2075611712061185,0.5089203227643185,,0.161381825530567,5.355183909091822e-19,7.136554806368476e+19
1.155,0,3.209269303107212,2.5295949315428274e+19,0.614080955868538,2.061024237518511,0.5595839894839367,,0.1212225467824625,4.98783068155498e-19,1.0504777393305389e+20
0.8300000000000001,1,3.1767827470392604,2.4175905575930266e+19,0.7446069099392415,1.6648501942806069,0.4987910600797429,,0.1540594092252324,5.73524395397446e-19,8.923451932538824e+19
0.835,1,1.788504878372309,2.891195037023209e+19,0.7752535737356282,1.4474740429743764,0.5187822281711638,,0.1739426943864313,4.459725052067127e-19,1.674532423454132e+20
0.84,1,2.292977212821623,3.257638112912868e+19,0.7606086714205353,1.828015869271097,0.4361181076706269,,0.1457411684618072,4.751109945947613e-19,7.419535613604043e+19
0.845,1,3.1114804708713875,3.300286591628016e+19,0.4818448749587706,1.678052364103971,0.4289796597978658,,0.1629445972791653,3.9547531315751946e-19,9.04237193166672e+19
0.85,1,2.939007621256778,2.5789733493204718e+19,0.5341733931451381,1.227274962694607,0.5283886932320861,,0.2050788787059778,3.921418782238401e-19,1.2181824822926252e+20
0.855,1,1.1251044789345934,2.3325124770935017e+19,0.6424219828080668,2.314317138918525,0.5245576844971522,,0.2273732157510502,5.798298632460818e-19,1.1434533020576196e+20
0.86,1,3.070452936762207,2.374330640896317e+19,0.6821673236809374,1.4232684069195036,0.519307838594996,,0.1476668994803308,6.127994544092756e-19,8.62487945866935e+19
0.865,1,1.942121668845512,4.200655268730036e+19,0.7836354165412973,1.7846734205495205,0.6094506429069697,,0.1173536616559814,4.414505344051302e-19,1.5194206936403922e+20
0.87,1,2.8601135400288227,3.470332817049292e+19,0.4092679314549416,1.4292441740383943,0.4992779539278671,,0.1472281315589663,5.155962005864625e-19,1.4148397565699269e+20
0.875,1,2.6126359973607163,3.0421225748700246e+19,0.5939209550467992,1.3348547500149903,0.5366404811965549,,0.1683825934777651,6.071651328831488e-19,1.0453553195007056e+20
0.88,1,2.965442150723828,3.228552519054187e+19,0.7327805163523986,1.3158599681040983,0.4674165610722034,,0.1601134071200309,5.098504242430227e-19,1.3817987369998382e+20
0.885,1,3.483945709739672,2.8640196863522763e+19,0.613889795954347,1.8693607808476187,0.4389500998860265,,0.1410053969356778,3.310623030028234e-19,1.2268227072667414e+20
0.89,1,3.1904337883107106,2.872483891795763e+19,0.6388601011786549,1.162592751719451,0.5686928277182459,,0.151340088393532,3.7792048897927865e-19,1.0811443426806276e+20
0.895,1,3.288654205255003,2.0403538941914563e+19,0.700407937385393,1.6751406674178648,0.6197586994414435,,0.1358922542272327,4.652135290260334e-19,1.1779787436689636e+20
0.9,1,2.360835199734841,2.423599268257869e+19,0.5940520908700648,1.757377029786558,0.3311775376808498,,0.1567201163156598,4.0294557971037908e-19,1.189421432802207e+20
0.905,1,2.9344034004166053,2.1744683023499158e+19,0.541242835688767,2.02593495285472,0.4909461905967582,,0.1743519455585856,7.693516364580874e-19,1.3861810352594425e+20
0.91,1,2.4050432367119026,2.607762608778502e+19,0.4996042444719565,1.5056614954326644,0.4415387696725472,,0.1425256235048415,4.268118229376267e-19,1.6171110181327733e+20
0.915,1,3.143909899492907,1.8472818463426773e+19,0.7355671112497042,1.2493593812734205,0.5145493030600566,,0.1779718498670124,5.6292728228731995e-19,9.330722853453644e+19
0.92,1,2.734197155614826,3.120202818315634e+19,0.738865950768652,1.7100380373260555,0.4911096130623717,,0.1775055991803511,3.8428235025592183e-19,1.3039994230425603e+20
0.925,1,2.196583737437924,3.652931779483553e+19,0.5873253941452156,1.9021144246680588,0.4232451357651813,,0.1775589556663978,5.049821199044718e-19,1.1419366402014949e+20
0.93,1,2.724814748586166,2.5046559705057784e+19,0.8279583632427896,1.2310748561158749,0.4608820180237842,,0.1629772122957997,7.059064979490522e-19,1.2743491375398976e+20
0.935,1,2.172240501446149,1.925604962363229e+19,0.5723949922093214,1.5457741520389932,0.6081985427839511,,0.1703164583403681,3.6670184319213644e-19,1.1430802252185367e+20
0.94,1,2.9457555062372016,1.4531676487045794e+19,0.6016455870404868,1.4315713317001455,0.6021769371554114,,0.1880505092358679,3.483479384796767e-19,1.5575332590583e+20
0.945,1,2.212678783645546,2.499990451757718e+19,0.5050467762271291,1.4273596088111606,0.4894890525040182,,0.2141042932866403,3.169581404368711e-19,1.0696646430404705e+20
0.95,1,3.8749143174513967,2.2770455661238227e+19,0.6473355337543204,1.369681273546079,0.481440992983165,,0.1506504311891965,4.121095051902066e-19,1.297973174699269e+20
0.955,1,2.5127858274285426,2.3966813007260262e+19,0.6250763333833211,1.4478559694631274,0.490982225293019,,0.1726171591104741,3.867539150096244e-19,1.111400323088473e+20
0.96,1,3.108165418471237,2.828916668071558e+19,0.3969802083774296,1.0524589239950608,0.4827527951753863,,0.2004888007487427,4.541021373924213e-19,1.3578585116367516e+20
0.965,1,2.500557715866264,3.2463295360363733e+19,0.5400800648645684,1.7700534228510605,0.413124283656217,,0.1370330983306683,5.442148474942381e-19,1.489202810669877e+20
0.97,1,3.5867566643392945,1.7558945278201588e+19,0.7079193450844249,1.209196031244705,0.3375219982116246,,0.1791271045442924,4.793035887438207e-19,1.2703295115723088e+20
0.975,1,2.0585399478156057,2.4614792452783825e+19,0.7665308293546914,1.1576030495944762,0.5261865962755968,,0.1023846350609128,4.721718336597149e-19,1.0315494606810482e+20
0.98,1,2.554746424853904,3.1495121986880827e+19,0.4723449639858068,1.5655742363314498,0.5564754420968812,,0.2211629262643063,3.955806521710836e-19,1.1979474560100732e+20
0.985,1,3.434583206498443,2.482075173359464e+19,0.6871265440960739,1.4755649734390874,0.3962677212744838,,0.1311188495346182,4.1312592921945736e-19,1.3912585463631376e+20
0.99,1,1.940192782207359,2.2983760409421763e+19,0.4379264513093752,1.972533095293984,0.5067086639719983,,0.1324911918640158,5.3710833109838895e-19,1.4957473107621564e+20
0.995,1,2.833771762429574,3.2077076051375268e+19,0.6183039134742917,0.7810222866412041,0.2587844388853224,,0.1867967159809311,3.929557365765449e-19,1.0792294181722431e+20
1.0,1,3.1453159463705385,3.048015143837956e+19,0.7008604976878836,1.501040917023917,0.5425457910733226,,0.1576007904550541,5.19835142657108e-19,1.0903531855077566e+20
1.005,1,1.6648212111176024,2.647809398030298e+19,0.2690247110007592,1.9112133550873684,0.4575048360035472,,0.13333886889546,2.7804847782644066e-19,1.4279361315224804e+20
1.01,1,1.6853810855341036,2.6117363898030813e+19,0.8583501815248077,1.598202803361866,0.5358798021351616,,0.1164324622118305,3.904145668858474e-19,1.4546773213291972e+20
1.015,1,2.3351071519521613,2.2240813246195634e+19,0.496453774794207,1.4438999483135608,0.6354217214698396,,0.1977159694676787,3.2695132921297287e-19,1.2065892833845702e+20
1.02,1,2.3789447447774514,2.665334380818522e+19,0.653511515259761,1.530116396373536,0.5148030340474121,,0.1579822792745993,2.3747482911405995e-19,1.0229808360136416e+20
1.025,1,2.4289436347623257,2.9469506365411627e+19,0.6436231508531108,1.9885113294449843,0.3694402454311639,,0.2146825535976293,2.8110575856370853e-19,1.2528845881136834e+20
1.03,1,2.559227651376735,2.471434345106725e+19,0.5371230875100419,1.1116268898487087,0.3531071333131164,,0.1576330927731858,3.8363072887450514e-19,1.117157331063911e+20
1.035,1,3.4573125039077146,2.624596229393536e+19,0.7886655696291548,1.8047225888576772,0.5661429479427775,,0.1063617242062764,5.45125335611126e-19,1.721548305674299e+20
1.04,1,3.8203776506972433,2.9712316881305346e+19,0.6932523790668728,1.2703496254310096,0.3839974476519095,,0.1282334939723756,7.141173696295499e-19,1.826529802314542e+20
1.045,1,2.427110467374872,2.077817758411084e+19,0.7948868180314222,2.0801786097042068,0.5678734766541802,,0.1126426619833768,4.921248846156393e-19,1.3251695259282586e+20
1.05,1,2.2428811175224217,2.1879520226400936e+19,0.6132501467920476,1.2009663332382552,0.4832149271863016,,0.1962102194781963,4.880122276414024e-19,1.1913437893285564e+20
1.055,1,1.4334716407858017,3.1385981029004448e+19,0.5091128763320497,2.1695389490714243,0.5487684739371979,,0.1525212137236408,4.1842368247638003e-19,1.3196001843879056e+20
1.06,1,3.1788592066610053,2.5303850313974333e+19,0.7683079148728728,1.4670890276372728,0.5413574534281884,,0.1416824233336534,4.446950013148276e-19,5.741294601663685e+19
1.065,1,3.476431471071292,2.0960693208895246e+19,0.6995197572594384,1.8522856945512085,0.5410331990052492,,0.1697493192783745,5.72942220193888e-19,1.0769144610257138e+20
1.07,1,3.135445019490467,2.4607962848455705e+19,0.7194648613811587,1.5718642944543333,0.4905842688525393,,0.1658259600937107,4.148124704003517e-19,9.298382356844111e+19
1.075,1,3.7906949544365034,1.835118310420344e+19,0.6374534127068603,1.8108511182575724,0.5256218966872468,,0.137813960642921,4.80669270000495e-19,1.043746495854391e+20
1.08,1,2.540566552382772,2.22549155264448e+19,0.4571934746446686,1.9319084356764868,0.5000244535182876,,0.0994197536757382,5.5352987305685295e-19,1.3966251300724756e+20
1.085,1,2.836479247305249,1.7347503664834212e+19,0.8975352231821581,1.0379988319458109,0.4890026839497958,,0.1442333462002893,5.74041369381971e-19,1.4397265826844842e+20
1.09,1,1.9626432055328389,2.5065427638583464e+19,0.6649267251141826,1.803174675651726,0.6458219436222389,,0.1257731004889646,2.616609033359618e-19,1.5831949543558103e+20
1.095,1,2.165466802767675,3.1513399311908565e+19,0.5529448365651792,1.5541580551956298,0.5281660311610075,,0.170847136663811,3.6109367687040254e-19,1.1751211617328697e+20
1.1,1,2.670733928322542,1.981666743740644e+19,0.4671024216730223,1.2294339156257352,0.4391698672702556,,0.170645298109193,6.21228633838639e-19,1.380379133879448e+20
1.105,1,3.287997278597349,2.932083111326261e+19,0.5170938489345253,1.536514833816584,0.4467992032707757,,0.1396323970365444,4.451149058213887e-19,1.311205925382242e+20
1.11,1,2.927868635967811,3.0850236243329065e+19,0.7627495633744231,1.676440954865071,0.4597657847703327,,0.1388641167800421,4.981670482756649e-19,1.4909999276316577e+20
1.115,1,2.8470861030836887,1.6110507895281957e+19,0.8119509685405347,1.304585915291413,0.6146840414991417,,0.1723714698482354,6.369587760196286e-19,1.1431700083477851e+20
1.12,1,2.286254665387464,2.8144013825916465e+19,0.4767186231347591,1.535954812509937,0.4971964201854537,,0.1718464828346451,4.936769350380414e-19,1.586837441724089e+20
1.125,1,2.638651642401057,2.569300853172781e+19,0.4466187201822557,2.105706699859851,0.6576988771003208,,0.1627611623192197,4.705685116610443e-19,1.3397009648168534e+20
1.13,1,2.061083579861626,2.964940225567968e+19,0.8080164511392639,1.4605706894009596,0.4593463403776041,,0.1654470094984884,4.1329093361922265e-19,1.0579263114559218e+20
1.135,1,3.56955887462422,2.954420561472401e+19,0.4268089695133159,1.469783758054822,0.3931891146092978,,0.1364025552259866,5.440463068034333e-19,1.0377110984043112e+20
1.14,1,3.067759776958856,3.99936746224265e+19,0.5385225819904633,1.3026109327338131,0.4173848960715943,,0.1410643618401864,3.992621149417572e-19,1.1428054920163325e+20
1.145,1,3.185303069358301,3.475167626095808e+19,0.6806626236101982,1.1414339014068648,0.4078884258497494,,0.1163365799543531,4.718243408531401e-19,1.3608895181489807e+20
1.15,1,1.8004364195778837,3.1581939053816865e+19,0.6222367016295455,1.4605721306214383,0.5381552838115246,,0.194692351201929,4.643858458205286e-19,1.285001173339415e+20
1.155,1,3.264052186917193,3.460837970106235e+19,0.6236599813219944,1.7376909855889129,0.4302677709766724,,0.1383093859094923,4.571748566431856e-19,1.3426069297590985e+20
1.16,1,2.8988950709079955,2.8393901281926963e+19,0.5743946654972205,0.9334681683560804,0.5024630821992504,,0.1376793360393013,3.6714933324403043e-19,1.4155175173164664e+20
1.165,1,3.1585580100603607,2.5285991609549767e+19,0.5659687115613665,1.8559686901957293,0.6134437928724925,,0.1318756935298751,4.0634666882137295e-19,1.2761153092340554e+20
1.17,1,2.4548023919127444,2.52704395934804e+19,0.7881637555678246,1.278090365017497,0.5903079122009307,,0.2173918685902196,6.14781132028531e-19,1.5560331321090117e+20
1.175,1,3.2214758880257883,2.597118557424868e+19,0.525765454740309,1.0052888841930097,0.3714792759566124,,0.1496700983181734,5.750115159924674e-19,1.205588849935583e+20
1.18,1,2.511798123117438,2.6617672511051792e+19,0.7248918863516354,1.7914084527910776,0.2597038868237672,,0.1553414745115945,4.754059751911373e-19,1.2487222067745546e+20
1.185,1,2.700015933623023,2.1479663807697166e+19,0.4994428419028224,1.3249348226748894,0.5907523996804299,,0.1536725516541352,5.313259511376917e-19,1.1608365284374417e+20
1.19,1,3.3079897187395924,2.884013570168099e+19,0.764925742169367,1.690510911167059,0.5673691089926912,,0.1585397821857327,5.935522123057185e-19,1.5915962191700423e+20
1.195,1,2.846773001594995,2.636119168106412e+19,0.8412897091302177,1.5013223907389526,0.5586057181524859,,0.1085343114150095,3.825829330063312e-19,1.5142799563226484e+20
1.2,1,3.2306868910762434,2.6772812008641315e+19,0.4993676970506168,1.4465316190595048,0.509280793853322,,0.1851286667422124,5.808075117153783e-19,9.435936506352057e+19
1.205,1,3.2825556493489807,2.0412828542062293e+19,0.4932065018569352,1.1764486739935256,0.5887758232718067,,0.1180604922966185,2.6668535833182933e-19,1.2880980446916198e+20
1.21,1,2.2179685117390653,2.0694908686727447e+19,0.7046601004948178,1.2951279497949888,0.5505415868488305,,0.09523327913556,3.274910172729497e-19,7.665870728919962e+19
1.215,1,2.738258876609343,2.51953870303918e+19,0.5714851881771627,1.2540916993328637,0.5437920412597167,,0.1152731912924498,4.875707862903133e-19,1.5285189131881877e+20
1.22,1,2.4970700373199017,2.35643804700534e+19,0.5844022654945813,1.7690151301950046,0.5691315153683473,,0.0986290478400737,6.451390311374059e-19,1.149926669422795e+20
